Código,Descripción,Código_de_Barras,Precio_de_Costo,Inventario
A115,APLIQUE 115 X48,A115                     ,10769.4,1
A116.17,APLIQUE 116.17 X36 UNIDADES,A116.17,7186.22,1
A116.19,APLIQUE 116.19 X36,A116.19,7186.22,1
A116.27,APLIQUE 116.27 X36,A116.27,7186.22,1
A116.28,APLIQUE 116.28 X36,A116.28                  ,7186.22,1
A116.6,APLIQUE 116.6 X36 UNIDADES,A116.6,7186.22,1
A116.9.18,APLIQUE 116.9 X36,A116.9.18,7186.22,1
A116.9,APLIQUE 116.9 X36,A116.9                   ,7186.22,1
A116.9.7,APLIQUE 116.9.7 X36,A116.9.7,7186.22,1
A135.7,APLIQUE 135.7 X6,A135.7                   ,1409.52,1
A149.7,APLIQUE 149.7 X6,A149.7                   ,886.78,1
A178.9,APLIQUE 178.9 X6,A178.9                   ,2396.17,1
A180.7,APLIQUE 180.7 X6 PERSONAJES CHANCHA,A180.7                   ,1540.18,1
A181.7,APLIQUE 181.7 X6UNID. ,A181.7,1540.18,1
A211.9,APLIQUE 211.9 X6,A211.9                   ,1583.75,1
A213.9,APLIQUE 213.9 X10,A213.9                   ,2058.87,1
A215.9,APLIQUE 215.9 X12,A215.9                   ,2039.08,1
A217.7,APLIQUE 217.7 X12,A217.7                   ,1362.78,1
A244.8,APLIQUE 244.8 X6,A244.8                   ,1583.75,1
A245.7,APLIQUE 245.7 X6,A245.7                   ,1255.1,1
A248.7,APLIQUE 248.7 X6,A248.7                   ,1334.29,1
A258.9,APLIQUE 258.9 X6,A258.9                   ,1346.19,1
A270.7,APLIQUE 270.7 X12,A270.7                   ,2078.65,1
A300.3,APLIQUE 300.3 X12 BANDERA ARG.,A300.3                   ,1346.19,1
A300.5,APLIQUE 300.5 X12 BANDERA ARG.,A300.5,2367.69,1
A300.6,APLIQUE 300.6 X6,A300.6                   ,2573.57,1
A6136,APLIQUE 6136 X6UNID. CON LENTEJUELA,A6136,3848.48,1
A686.9,APLIQUE 686.9 X6UNID. UNICORNIO BORDADA,A686.9,5046.19,1
A842.8,APLIQUE 842.8 X6,A842.8                   ,3892.03,1
A871.99,APLIQUE 871.99 X24,A871.99                  ,5820.24,1
A93.9,APLIQUE 93.9 X4UNID. BOLSILLOS ,A93.9,6176.58,1
A103.9,APLIQUE A103.9 X12,A103.9                   ,1826.4,1
A135.9,APLIQUE A135.9 X6,A135.9                   ,2401.36,1
A139.9,APLIQUE A139.9 X6,A139.9                   ,2541.9,1
A144.8,APLIQUE A144.8 X12,A144.8                   ,5867.77,1
A156.5,APLIQUE A156.5 X6 SUPER HEROE CH.,A156.5                   ,1476.82,1
A162.8,APLIQUE A162.8 X6,A162.8                   ,2225.16,1
A207.7,APLIQUE A207.7 X6,A207.7                   ,1338.28,1
A231.7,APLIQUE A231.7 X6,A231.7                   ,1247.19,1
A232.7,APLIQUE A232.7 X6,A232.7                   ,1330.35,1
A265.9,APLIQUE A265.9 X6,A265.9                   ,2403.32,1
A701.8/99,APLIQUE A701.8/99 X12,A701.8/99                ,910.66,1
A20001,APLIQUE HOT FIX 20001 MOD.01 MULTUCOLOR,410300020001             ,359.21,1
A20002,APLIQUE HOT FIX 20002 MOD.02 SOL,410300020002             ,359.21,1
A20003,APLIQUE HOT FIX 20003 MOD.03 MULTUCOLOR,410300020003             ,359.21,1
A20008,APLIQUE HOT FIX 20008 MOD.08 MULTUCOLOR,410300020008             ,359.21,1
A20009,APLIQUE HOT FIX 20009 MOD.09 CORAZON,410300020009             ,359.21,1
A20010,APLIQUE HOT FIX 20010 MOD.10 MARIPOSAS,410300020010             ,926,1
ABC40,APRIETA PAPEL BC-40 X32MM X12UNID,                         ,2123.81,1
A0796,APRIETA PAPEL N1 X19MM X12UNID,7792533000796            ,1002.9,1
A1557,APRIETA PAPEL N2 X25MM X12UNID,7792533001557            ,1557.34,1
A1397,APRIETA PAPEL N3 X32MM X12UNID,7792533001397            ,2123.81,1
A0444,APRIETA PAPEL N4 X41MM X12UNID.,7792538120444            ,3529.87,1
A1748,APRIETA PAPEL N5 X51MM X12UNID,7792533001748            ,5284.94,1
A3012,APRIETA PAPEL OLAMI X25MM MT103 X12UNID.,7790709103012,997.04,1
A2015,APRIETA PAPEL OLAMI X32MM MT102 X12UNID.,7790709102015,1421.75,1
A7022,APRIETA PAPEL OLAMI X38MM MT702 7022 X24UNID.,7290105277022            ,7983.23,1
A1018,APRIETA PAPEL OLAMI X41MM MT101 X12UNID.,7790709101018,2260.28,1
AMT703,APRIETA PAPEL OLAMI X50MM MT703 X12UNID.,AMT703                   ,3616.69,1
A3328,APRIETA PAPEL OLAMI X63MM MT704 X12UNID.,6936079003328            ,8894.86,1
A3342,APRIETA PAPEL OLAMI X75MM MT705 X12UNID.,6936079003342            ,11459.8,1
A9955,ARANDELAS CARTON X100 P/BROCHE DORADO,7792533119955            ,1157.8,1
A9948,ARANDELAS CARTON X500 P/BROCHE DORADO,7792533119948            ,5788.92,1
A0350,ARCILLA X300GR. EN SOBRE CREALINA,7797608000350            ,1372.02,1
A0399,ARCILLA X300GR. EN SOBRE CREALINA,7798159810399            ,1372.02,1
A1638,AROS P/CARPETA OLAMI X40MM X 100 UNIDAD,4780000251638,12355.3,1
A1638S,AROS P/CARPETA OLAMI X40MM X UNIDAD,,130.68,1
A1669,AROS P/CARPETA OLAMI X70MM X 50 UNIDAD,4780000251669,14039.6,1
A1669S,AROS P/CARPETA OLAMI X70MM XUNIDAD,,297.66,1
A0035,AROS P/CARPETA SIFAP X35MM X UNIDAD,A0035                    ,178.11,1
A0035100,AROS P/CARPETA SIFAP X35MM X100UNI.,7792533009997            ,16873.3,1
A0040,AROS P/CARPETA SIFAP X40MM X UNIDAD,A0040                    ,198.87,1
A0050,AROS P/CARPETA SIFAP X50MM X1UNID.,A0050                    ,222.73,1
A005050,AROS P/CARPETA SIFAP X50MM X50UNID.,7792533009973            ,10185.6,1
A006050,AROS P/CARPETA SIFAP X60MM X50UNID.,7792538120451            ,15834.2,1
A0060,AROS P/CARPETA SIFAP X60MM XUNID.,A0060                    ,335.97,1
A007050,AROS P/CARPETA SIFAP X70MM X50UNID.,7792538120468            ,25923.7,1
A0070,AROS P/CARPETA SIFAP X70MM XUNID.,A0070                    ,528.08,1
A007510,AROS P/CARPETA SIFAP X75MMX10UNID.,7798153981750            ,662.29,1
A0075,AROS P/CARPETA SIFAP X75MMX1UNID.,A0075                    ,70.61,1
A0040100,AROS P/CARPETA X40MM X100UNID.,7792533009980            ,18202.1,1
VARIOS,ARTICULOS VARIOS,,1.21,1
B10009,BANDA ELASTICA CREDENCIAL X1000GR.,8850401510002,14520,1
B1007,BANDA ELASTICA CREDENCIAL X100GR.,8851101601007            ,1300.75,1
B2509,BANDA ELASTICA CREDENCIAL X250GR.,8850401502502,3181.09,1
B5005,BANDA ELASTICA CREDENCIAL X500 GR. CREDENCIAL,8850401505008 ,6206.09,1
B0505,BANDA ELASTICA CREDENCIAL X50GR. CREDENCIAL,8850401500508,828.85,1
B01007,BANDA ELASTICA EFREN X100GR. X1CAJA,6902018001007,1512.28,1
B00505,BANDA ELASTICA EFREN X50GR. X1CAJA,6902018000505,984.07,1
B81009,BANDA ELASTICA EZCO X100GR,7718106081009,1926.41,1
B2501,BANDA ELASTICA EZCO X250GR,7718106082501,4767.65,1
B85007,BANDA ELASTICA EZCO X500GR.,7718106085007            ,9288.72,1
B0507,BANDA ELASTICA EZCO X50GR,7718106080507,1253.55,1
B6140,BANDA ELASTICA STA X1000GR,7798112266140,12490.1,1
B6119,BANDA ELASTICA STA X100GR,7798112266119,1502.82,1
B6133,BANDA ELASTICA STA X500 GR. ,7798112266133,8246.15,1
B6102,BANDA ELASTICA STA X50GR,7798112266102,802.9,1
B4565,BANDA ELASTICA X10GR TIRA X10UNIDADES,7792533004565            ,6489.39,1
B4633,BANDA ELASTICA X10GR.X10UNID,7792533004633            ,6489.39,1
B0012,BANDA ELASTICA X10GR.X10UNID,7718100608011            ,6489.39,1
B1250,BANDA ELASTICA X12GR.X50UNID CREDENCIAL,B1250                    ,5283.53,1
B060120,BANDERA 0.60X1.20 CON SOL,B060120,13068,1
B090200,BANDERA 0.90X2.00 C/SOL,B090200                  ,20364.3,1
B150250,BANDERA 1.50X2.50 C/SOL,B150250                  ,31218,1
B90144,BANDERA 90X144 C/SOL,B90144,14402.6,1
B0393,BANDERA 90X144 C/SOL,7798052090393            ,14402.6,1
B3564,BANDERIN FORMAS 3564 X12UNID TRIANGULO,7798185435641            ,584.43,1
B5894,BANDERIN FORMAS 5894 X12UNID CORAZON,7798185435894            ,584.43,1
B12.5,Bastidor 12.5CM DE PLASTICO,B12.5                    ,2019.49,1
B16.5,BASTIDOR 16.5CM DE PLASTICO,B16.5                    ,2422.42,1
B20.5,BASTIDOR 20.5CM DE PLASTICO,B20.5                    ,2674.1,1
B24,BASTIDOR 24CM DE PLASTICO,B24                      ,2962.08,1
B28.5,BASTIDOR 28.5CM DE PLASTICO,B28.5                    ,3357.75,1
B0000,Bastidor Doble 0000,150100040000             ,7513.81,1
BB,BILLETES PAK SURTIDO,BB                       ,369.14,1
B0901,BLANQUEADOR COLIBRI X25GR.,B0901                    ,1126.53,1
B9796,BLOCK ASAMBLEA ESQUELA A5 CON ESPIRAL,7798010929796            ,1981.38,1
B9819,BLOCK ASAMBLEA ESQUELA A5 CON ESPIRAL,7798010929819            ,1981.38,1
B29802,BLOCK ASAMBLEA ESQUELA A5 CON ESPIRAL,7798010929802            ,1981.38,1
B120160C,BLOCK AVON A-4 C/60 X80HS CUADRO,17791762812481           ,173023,1
B120160,BLOCK AVON A-4 C/60 X80HS RAYA,17791762214681           ,173023,1
B1201C,BLOCK AVON A-4 X80HS CUADRO,7791762812484            ,2943.13,1
B1201L,BLOCK AVON A-4 X80HS LISO,7791762814686            ,2943.13,1
B1201,BLOCK AVON A-4 X80HS RAYA,7791762214684            ,2943.13,1
B1024,BLOCK AVON ESQUELA C/ESPIRAL X80HOJAS RAYA A5,7791762001024            ,1773.76,1
B1202C60,BLOCK AVON X80HS OFICIO C/60UNI.CUADRO,17791762812880           ,199926,1
B120260,BLOCK AVON X80HS OFICIO C/60UNI.RAYA,17791762812781           ,199926,1
B1202C,BLOCK AVON X80HS OFICIO CUADRO,7791762812880            ,3400.12,1
B1202,BLOCK AVON X80HS OFICIO RAYA,7791762812781            ,3400.12,1
B6681,BLOCK CLASSIC A-4 C/ESPIRAL,7791762426681            ,4514.93,1
B6483,BLOCK CLASSIC A-4 C/ESPIRAL X50HOJAS,7791762426483            ,3514.93,1
B6582,BLOCK CLASSIC A-4 C/ESPIRAL X80HOJAS,7791762426582            ,6044.32,1
B6186,BLOCK CLASSIC A-5 C/ESPIRAL X80 HOJAS,7791762426186            ,3351.26,1
B6387,BLOCK CLASSIC A-5 C/ESPIRAL X80HOJAS,7791762326387            ,3351.26,1
B1117,BLOCK DISEÑO BORRADOR CARTA,7798082560408            ,2048.05,1
B1115,BLOCK DISEÑO BORRADOR ESQUELA,7798082560415            ,1079.47,1
B1114,BLOCK DISEÑO BORRADOR ESQUELITA,7798082560422            ,682.78,1
B1116,BLOCK DISEÑO BORRADOR OFICIO,7798082560392            ,2138.61,1
B2489,BLOCK EXITO A-4 X80HS RAYA,7791762312489            ,5692.49,1
B2118,BLOCK EXITO A5 X80HS.,                         ,1606.28,1
B1031,BLOCK EXITO A5 X80HS.,7791762001031            ,1606.28,1
B2148,BLOCK EXITO BURO BORRADOR C/ESPIRAL,                         ,1643.98,1
B2168,BLOCK EXITO C/ESPIRAL LISO X80HS.,                         ,5689.85,1
B1565,BLOCK EXITO CARTA A-4 X44H.,                         ,727.72,1
B1178,BLOCK EXITO COMERCIAL RAYADO OF.X80,                         ,2272.3,1
B1468,BLOCK EXITO LEDESMA BORRADOR LISO X,                         ,1543.02,1
B1147,BLOCK EXITO N5 color FLUOR x80gr.,7791762001147            ,7239.32,1
B1093,BLOCK EXITO N5 X20HOJAS CARTU.ANI. ANIMALES DE LA GRANJ,7791762001093            ,4932.55,1
B1086,BLOCK EXITO N5 X20HOJAS CARTU.ANI. ANIMALES DEL MAR,7791762001086            ,4033.31,1
B1079,BLOCK EXITO N5 X20HOJAS CARTU.ANI. ANIMALES DOMESTICOS,7791762001079            ,4932.55,1
B1109,BLOCK EXITO N5 X20HOJAS CARTU.ANI.ANIMALES DE LA SELVA,7791762001109            ,4932.55,1
B01000,BLOCK EXITO N5 X40HOJAS COLOR X80GR.,7791762001000            ,3502.95,1
B0805,BLOCK EXITO N6 X20HOJAS NEGRO,7791762000805            ,7792.4,1
B9624,BLOCK EXITO N6 X24HS. BLANCO,7791762319624            ,6567.88,1
B9617,BLOCK EXITO N6 X24HS. COLOR,7791762319617            ,8778.55,1
B4179,BLOCK EXITO X48HS 155X205MMX100GR.,B4179,1796.17,1
B1689,BLOCK EXITO X80HS A-4,7791762321689            ,5101.73,1
B1154,BLOCK GLORIA BLANCO N5 X24HS.,7791762001154            ,966.08,1
B1161,BLOCK GLORIA COLOR N5 X24HS.,7791762001161            ,1312.52,1
B3333,BLOCK HUSARES BUSINESS X80HS ESQUELA,7792564063333            ,2459.19,1
B0116,BLOCK LANCASTER ESQUELA X80HS. CUADRO,7798152010116            ,3514.93,1
B1663,BLOCK LANCASTER X80HS A-4 C/ESPIRAL,7798152011663            ,3514.93,1
B0123,BLOCK LANCASTER X80HS OFICIO RAYA,7798152010123            ,3514.93,1
B4389,BLOCK LEDESMA A5 BORRADOR,7791762814389            ,1469.21,1
B4082,BLOCK LEDESMA A6 BORRADOR,7791762814082            ,360.9,1
B1744,BLOCK LEDESMA LETTER RAYA X 40HS,7791762017445            ,781,1
B1395,BLOCK LEDESMA LISA OFICIO X40HS,                         ,1249.51,1
B1368,BLOCK LEDESMA LISO A-4 X80HS,                         ,5732.35,1
B4687,BLOCK LEDESMA OF.BORRADOR,                         ,1098,1
B7708,BLOCK LIDER A-4 C/ESP. X80 H.,7794153771803            ,2866.49,1
B1865,BLOCK LIDER A-4 C/ESP. X80 H. CUADRO,7794153771865            ,2866.49,1
B1834,BLOCK LIDER A-4 C/ESP. X80 H. RAYA,7794153771834            ,2866.49,1
B2565,BLOCK LUMA N5 PASTEL X24HOJAS 32X24CM,7796893102565            ,1214.18,1
B2562,BLOCK LUMA N5 PASTEL X24HOJAS 32X24CM X5UNID,17796893102562           ,5939.98,1
B9765,BLOCK MARATON A5 X80HS. CON ESPIRAL,7798010929765            ,1847.52,1
B9789,BLOCK MARATON A5 X80HS. CON ESPIRAL,7798010929789            ,1847.52,1
B9772,BLOCK MARATON A5 X80HS. CON ESPIRAL,7798010929772            ,1847.52,1
B9611,BLOCK MARATON A6 X50HS. CON ESPIRAL,7798010929611            ,1048.39,1
B9635,BLOCK MARATON A6 X50HS. CON ESPIRAL CUADRO X UNIDAD,7798010929635            ,1048.39,1
B9628,BLOCK MARATON A6 X50HS. CON ESPIRAL RAYA X UNIDAD,7798010929628            ,1048.39,1
B0277,BLOCK MURESCO AMARILLO X20HS. 32.5X25CM,7791911760277            ,4652.45,1
B0222,BLOCK MURESCO CIEN.SOCIA. X20HS. 32.5X25CM,7791911760222            ,4652.45,1
B0032,BLOCK MURESCO ENTRETENIDO X19HS. 32.5X25CM,,6171,1
B60116,BLOCK MURESCO ENTRETENIDO X19HS. 32.5X25CM CARS,7791911760116            ,6171,1
B60079,BLOCK MURESCO ENTRETENIDO X19HS. 32.5X25CM FROZEN,7791911760079            ,6171,1
B60109,BLOCK MURESCO ENTRETENIDO X19HS. 32.5X25CM MICKEY,7791911760109            ,6171,1
B60093,BLOCK MURESCO ENTRETENIDO X19HS. 32.5X25CM PRINCESA,7791911760093            ,6171,1
B60123,BLOCK MURESCO ENTRETENIDO X19HS. 32.5X25CM SPIDER-MAN,7791911760123            ,6171,1
B0031,BLOCK MURESCO FLUOR GEOMETRICOS X20HS. 32.5X25CM,7791911760031            ,5175.17,1
B0018,BLOCK MURESCO GEOMETRICOS X20HS. 32.5X25CM,7791911760017            ,4652.45,1
B60024,BLOCK MURESCO GEOMETRICOS X20HS. 32.5X25CM,7791911760024            ,4652.45,1
B0048,Block MURESCO LETRAS Y NUMEROS,7791911760048            ,4652.45,1
B0185,BLOCK MURESCO MADERA X30HS. 32.5X25CM,7791911760185            ,2541,1
B0284,BLOCK MURESCO NEGRO X20HS. 32.5X25CM,7791911760284,4652.45,1
B0017,BLOCK MURESCO NEGRO X20HS. 32.5X25CM,7791911760017,4652.45,1
B60062,BLOCK MURESCO NUM. Y LETR. INGLES X20HS. 32.5X25CM,7791911760062            ,4652.45,1
B0260,BLOCK MURESCO PASTELES CELESTES X20HS. 32.5X25CM,7791911760260            ,4652.45,1
B0291,BLOCK MURESCO PASTELES FANX20HS. 32.5X25CM,7791911760291            ,4652.45,1
B0055,BLOCK MURESCO PATRIO X20HS. 32.5X25CM,7791911760055            ,4652.45,1
B0253,BLOCK MURESCO ROSA X20HS. 32.5X25CM,7791911760253,4652.45,1
B0246,BLOCK MURESCO ZIG-ZAG X20HS. 32.5X25CM,7791911760246            ,4652.45,1
B2038,BLOCK NAT A-4 X80 HOJAS CUADRO X UNIDAD,7791762002038            ,3515.05,1
B2045,BLOCK NAT A-4 X80 HOJAS LISO X UNIDAD,7791762002045            ,3515.05,1
B2021,BLOCK NAT A-4 X80 HOJAS RAYA X UNIDAD,7791762002021            ,3515.05,1
B1888,BLOCK NAT N 5 X24 HOJAS,7791762001888            ,2518.61,1
B0453,BOLSA 0453 14x40 1 BOTELLA BRINDIS NAVIDAD,7798306910453            ,518.88,1
B3041,BOLSA 3041 30x41 ACUARIO ROSA,B3041                    ,481.51,1
B4548,BOLSA 4548 45x48 ACUARIO MADERA,B4548                    ,815.3,1
B5194,BOLSA 5194 45x48 ACUARIO COLOR NEGRA,7798156485194            ,882.03,1
B6788,BOLSA 6788 45x48 ACUARIO NEGRA,7798156486788            ,635.58,1
B7242,BOLSA 7242 22X42 2 BOTELLA,7798156487242            ,578.69,1
B8232,BOLSA 8232 22X42 WINE,7798156488232            ,572.64,1
B9123,BOLSA 9123 30X37 ACUARIO NEGRA,7798156489123            ,590.59,1
B9208,BOLSA 9208 30X30 ARTESANAL CINTAS ROJAS,7798156489208            ,1052.78,1
B9802,BOLSA 9802 22x22 GOLD STARS,7798156489802            ,680.52,1
B9826,BOLSA 9826 22x22 LOVE,7798156489826            ,680.52,1
B0104,BOLSA AGUA CALIENTE X2000CC,7795815760104            ,7113.46,1
B7703,BOLSA COTILLON 12.5X24CM KRAFT X50UNID,7798167197703            ,1575.91,1
B50,BOLSA COTILLON X50UNID. ESTAMPADA 12.5X7X24.5CM,B50                      ,2198.9,1
B30001,BOLSA DE TUL 11X15 X25UNID.,220100030001             ,11447.8,1
B20001,BOLSA DE TUL 7X10 X25UNID.,220100020001             ,8952.79,1
B2015,BOLSA ECOLOGICA 35X38 C/FUELLE MEDORO,7793876052015            ,1017.42,1
B2022,BOLSA ECOLOGICA 35X38 C/FUELLE MEDORO,7793876052022            ,1017.42,1
B2011,BOLSA ECOLOGICA 35X38 C/FUELLE X10UNI.MEDORO,7793876092011            ,9956.41,1
B2028,BOLSA ECOLOGICA 35X38 C/FUELLE X10UNI.MEDORO,7793876092028            ,9956.41,1
B2008,BOLSA ECOLOGICA 38X20 C/FUELLE MEDORO,7793876052008            ,680.96,1
B2004,BOLSA ECOLOGICA 38X20 C/FUELLE X10UNID. MEDORO,7793876092004            ,6661.16,1
B2046,BOLSA ECOLOGICA 40X40 C/FUELLE MEDORO,7793876052046            ,1160.93,1
B2039,BOLSA ECOLOGICA 40X40 C/FUELLE MEDORO,7793876052039            ,1160.93,1
B2042,BOLSA ECOLOGICA 40X40 C/FUELLE X10UNID.MEDORO,7793876092042            ,11317.4,1
B2035,BOLSA ECOLOGICA 40X40 C/FUELLE X10UNID.MEDORO,7793876092035            ,11317.4,1
B7369,BOLSA FISELINA 17X10X40CM X10UNI VINO,7798167197369            ,806.29,1
B7352,BOLSA FISELINA 22X10X30CM X10UNI,7798167197352            ,1128.75,1
B7383,BOLSA FISELINA 45X10X40CM X10UNI,7798167197383            ,1832.48,1
B7345,BOLSA FISELINA 45X10X40CM X10UNI LISA,7798167197345            ,1509.96,1
BOLSA,BOLSA FISELINA 45X40 X1UNID.,BOLSA                    ,470.36,1
BB4A,BOLSA PANADERIA 4A 15X6.5X25 X100UNID.,BB4A                     ,4576.64,1
BB6L,BOLSA PANADERIA 6L 15X6.5X35 X100UNID.,BB6L                     ,4576.64,1
BB7,BOLSA PANADERIA 7 20X7X35 X100UNID.,BB7                      ,5580.62,1
B0446,BOLSA REG. 0446 22X30 TROPICAL,7798306910446            ,499.92,1
B0460,BOLSA REG. 0460 22X30 SUMMER NOEL,7798306910460            ,507.69,1
B0484,BOLSA REG. 0484 14X20 MONO PLUMETI,7798306910484            ,363.58,1
B1042,BOLSA REG. 1042 45X48 MONOS,7798156481042            ,939.24,1
B1301,BOLSA REG. 1301 14X26 FLOWERS,7798156481301            ,385.45,1
B1341,BOLSA REG. 1341 30X41 BUOS,7798322301341            ,707.89,1
B1658,BOLSA REG. 1658 22X22 CARS READY,7798306911658            ,721.1,1
B1696,BOLSA REG. 1696 22X22 MICKEY WAY,7798306911696            ,667.07,1
B1740,BOLSA REG. 1740 22X22 MINNIE ACQUA,7798306911740            ,721.1,1
B1955,BOLSA REG. 1955 22X30ART. DECO,7798306911955            ,499.92,1
B1979,BOLSA REG. 1979 14x20 ESTILO BARRAS,7798306911979            ,394.61,1
B1986,BOLSA REG. 1986 22x30 ESTILO BARRAS,7798306911986            ,509.75,1
B1993,BOLSA REG. 1993 30x41 ESTILO BARRAS,7798306911993            ,725.33,1
B2006,BOLSA REG. 2006 14X20 GOLDEN DOTS,7798306912006            ,397.99,1
B2013,BOLSA REG. 2013 22X30 GOLDEN DOTS,7798306912013            ,515.88,1
B2020,BOLSA REG. 2013 30X41 GOLDEN DOTS,7798306912020            ,711.7,1
B2131,BOLSA REG. 2131 22X30 ACUARIO CLASSIC NEGRO,7798156482131            ,369.64,1
B3640,BOLSA REG. 3640 14X20 TROPICAL,7798156483640            ,397.99,1
B3794,BOLSA REG. 3794 22x30 ACUARIO ROJO,7798156483794            ,333.6,1
B3886,BOLSA REG. 3886 26x30 ACUARIO CLASSIC NEGRO,7798156483886            ,404.4,1
B3893,BOLSA REG. 3893 30x32 ACUARIO ROJO,7798156483893            ,406.2,1
B3978,BOLSA REG. 3978 30X41 ACUARIO ROJO,7798156483978            ,524.15,1
B4000,BOLSA REG. 4000 32X30 FLORES ACUARELAS,7798306914000            ,566.57,1
B4017,BOLSA REG. 4014 36X39 FLORES ACUARELAS,7798306914017            ,878.63,1
B4086,BOLSA REG. 4086 14X20 DINOS,7798306914086            ,402.47,1
B4109,BOLSA REG. 4109 22x30 DINOS,7798306914109            ,485.51,1
B4116,BOLSA REG. 4116 22X30 LLAMAS,7798306914116            ,496.9,1
B4123,BOLSA REG. 4123 22X30 UNICORN,7798306914123            ,509.75,1
B4314,BOLSA REG. 4314 14X20 LOVE ME,7798306914314            ,363.58,1
B4321,BOLSA REG. 4321 22X30 MONO CORAZON,7798306914321            ,511.46,1
B4345,BOLSA REG. 4345 14X20 FUNNY MOEL,7798306914345            ,363.58,1
B4352,BOLSA REG. 4352 14X20 MUERDAGO,7798306914352            ,341,1
B4383,BOLSA REG. 4383 22X24 SAFARI,7798306914383            ,448.42,1
B4390,BOLSA REG. 4390 32x30 SAFARI,7798306914390            ,563.35,1
B4420,BOLSA REG. 4420 14X20 WHITE DOTS,7798306914420            ,396.57,1
B4437,BOLSA REG. 4437 22x30 WHITE DOTS,7798306914437            ,515.18,1
B4444,BOLSA REG. 4444 30X41 WHITE DOTS,7798306914444            ,684.72,1
B4482,BOLSA REG. 4482 22X24 BABY,7798306914482            ,448.42,1
B4499,BOLSA REG. 4499 32X30 BABY,7798306914499            ,563.52,1
B4505,BOLSA REG. 4505 36X39 BABY,7798306914505            ,893.8,1
B4512,BOLSA REG. 4512 14X40 CAVA 1 BOTELLA,7798306914512            ,515.18,1
B4529,BOLSA REG. 4529 22X30 SAVAGE,7798306914529            ,507.69,1
B4536,BOLSA REG. 4536 32X30 SAVAGE,7798306914536            ,563.52,1
B4550,BOLSA REG. 4550 14X20 UNICORN,7798306914550            ,363.58,1
B4574,BOLSA REG. 4574 14X20 ACUARIO PASTEL ACQUA,7798306914574            ,278.63,1
B4581,BOLSA REG. 4581 22x30 ACUARIO PASTEL ACQUA,7798306914581            ,351.69,1
B4598,BOLSA REG. 4598 30X32 ACUARIO PASTEL ACQUA,7798306914598            ,417.35,1
B4611,BOLSA REG. 4611 14x20 ACUARIO PASTEL PINK,7798306914611            ,278.63,1
B4628,BOLSA REG. 4628 22x30 ACUARIO PASTEL PINK,7798306914628            ,351.69,1
B4635,BOLSA REG. 4635 30x32 ACUARIO PASTEL PINK,7798306914635            ,417.35,1
B4772,BOLSA REG. 4772 14X40 SNOW WINE,7798306914772            ,518.88,1
B4789,"BOLSA REG. 4789 22X30 SWEET PANDA, SIRENITAS O MUSIC POP 32X30  O 14X40 WINE TIME",7798306914789            ,578.69,1
B4857,BOLSA REG. 4857 14X40 COLOUR WINE 1 BOTELLA,7798306914857            ,515.18,1
B4901,BOLSA REG. 4901 22X24 KISSES,7798306914901            ,448.42,1
B4918,BOLSA REG. 4918 30X41 ROCOCO,7798306914918            ,704.19,1
B4987,BOLSA REG. 4987 22X30 PUPPIES,7798306914987            ,496.9,1
